iter	Logloss
116	0.3853410561
117	0.3851668979
118	0.3849462122
119	0.3847297081
120	0.3844302838
121	0.3842439547
122	0.384074301
123	0.3838578921
124	0.3837084788
125	0.3835546831
126	0.383356854
127	0.3832031508
128	0.3830613283
129	0.3828357496
130	0.3826711619
131	0.3825201804
132	0.3823818689
133	0.382186084
134	0.3820712177
135	0.3819262404
136	0.3817886725
137	0.3816609701
138	0.3815370397
139	0.3813928892
140	0.3812415968
141	0.3810675653
142	0.380922582
143	0.3807602242
144	0.3804898194
145	0.3803647035
146	0.3802337413
147	0.3801231316
148	0.3799437112
149	0.379846513
150	0.3796748649
151	0.3795849578
152	0.3794660139
153	0.3793530071
154	0.3792515836
155	0.3791426416
156	0.3789586153
157	0.378838924
158	0.3786326891
159	0.3785162684
160	0.3784304373
161	0.3782788778
162	0.3781759395
163	0.3779936425
164	0.3779031184
165	0.3777593609
166	0.3771954503
167	0.3771121109
168	0.3769434102
169	0.3768145598
170	0.3766942176
171	0.3766060716
172	0.3764801423
173	0.3761531234
174	0.3760583513
175	0.3759558471
176	0.3758731357
177	0.3757472359
178	0.3756259984
179	0.3751592828
180	0.3750528321
181	0.3749196712
182	0.3746377779
183	0.3745366261
184	0.3744390462
185	0.3743186409
186	0.3741969861
187	0.3741046085
188	0.3740171114
189	0.3734202929
190	0.3732918732
191	0.373188208
192	0.3730711662
193	0.3729992549
194	0.372892038
195	0.3727615836
196	0.3722743211
197	0.3714698254
198	0.3713905486
199	0.3712538095
200	0.3711359663
201	0.3710296521
202	0.3709465197
203	0.3706592428
204	0.3704563213
205	0.3703554103
206	0.3702463442
207	0.3701015
208	0.3699737534
209	0.3698828362
210	0.369767404
211	0.3696677189
212	0.3695786536
213	0.3695087124
214	0.3694236691
215	0.3693065225
216	0.3692147148
217	0.3691183066
218	0.3690176498
219	0.368932739
220	0.3688383059
221	0.3687076808
222	0.3685829829
223	0.3684755131
224	0.3683774085
225	0.3683005988
226	0.3682156814
227	0.3681317976
228	0.3680737549
229	0.3679778946
230	0.3678986309
231	0.3678005868
232	0.367699823
233	0.3676116607
234	0.3675233277
235	0.3674410534
236	0.3673673626
237	0.3672886795
238	0.3670811087
239	0.3670070319
240	0.3669297962
241	0.3668722122
242	0.3667473166
243	0.3666608007
244	0.3665884936
245	0.3665159977
246	0.3664318359
247	0.3663653489
248	0.3662683568
249	0.3661697924
250	0.3661236637
251	0.3660641786
252	0.3659451757
253	0.3658158554
254	0.3657228393
255	0.3656385213
256	0.3655758216
257	0.3654736805
258	0.3653487535
259	0.3652680163
260	0.3651742329
261	0.3647716632
262	0.364699173
263	0.364638162
264	0.364513066
265	0.3641226604
266	0.3640350278
267	0.3639462082
268	0.3638491645
269	0.363787023
270	0.3637121865
271	0.3636416226
272	0.3635340731
273	0.3634609972
274	0.3632375744
275	0.3631298247
276	0.3630393826
277	0.3629425635
278	0.3628593007
279	0.3626385119
280	0.3625404299
281	0.3624472696
282	0.3623702775
283	0.3622563448
284	0.3621664894
285	0.3620566995
286	0.3619879555
287	0.3619110146
288	0.3617184671
289	0.3616206132
290	0.3615343066
291	0.3614179479
292	0.3611254004
293	0.3610778636
294	0.3609843265
295	0.3609098763
296	0.360846359
297	0.360780947
298	0.360725884
299	0.3606303419
300	0.360558759
301	0.3605076725
302	0.3604419041
303	0.3602691931
304	0.3602004747
305	0.3601426513
306	0.3599209323
307	0.359834216
308	0.3597824057
309	0.3597256326
310	0.3596752163
311	0.3596173319
312	0.3595466615
313	0.3594675046
314	0.3593989449
315	0.3593212666
316	0.3591940711
317	0.3591146403
318	0.3590757687
319	0.3590113958
320	0.3589101214
321	0.3588100969
322	0.358753584
323	0.3586940647
324	0.3586094093
325	0.35853118
326	0.3584638318
327	0.3584050185
328	0.3582885764
329	0.3582325791
330	0.3581541988
331	0.3581091349
332	0.358018269
333	0.3579553244
334	0.3578760668
335	0.3578108099
336	0.3577505194
337	0.3573355081
338	0.3572362232
339	0.3571117072
340	0.3570343636
341	0.3569504054
342	0.355861105
343	0.3551323531
344	0.3546391403
345	0.3542097617
346	0.3541261579
347	0.3540318672
348	0.3539435386
349	0.3538827108
350	0.3536868839
351	0.3533398037
352	0.3531303924
353	0.3530405287
354	0.352978531
355	0.3524941067
356	0.3521969774
357	0.3516074168
358	0.3515245639
359	0.3510468035
360	0.3509865531
361	0.350917829
362	0.3508513271
363	0.3507825814
364	0.3507399264
365	0.3506665
366	0.3502453075
367	0.3501509763
368	0.3499507656
369	0.3498474672
370	0.3497920216
371	0.3495667542
372	0.3494827173
373	0.3494037997
374	0.3493398067
375	0.3492692199
376	0.3491626253
377	0.3490883767
378	0.3490245125
379	0.3488899106
380	0.3488115186
381	0.3487417762
382	0.3486809404
383	0.3482262177
384	0.3481692395
385	0.3481073665
386	0.3478644704
387	0.3477886869
388	0.347725235
389	0.3476589938
390	0.3475953626
391	0.3475479404
392	0.3474873898
393	0.3474130924
394	0.3473597245
395	0.3473136353
396	0.3472371732
397	0.3471655371
398	0.3471160794
399	0.3470277296
400	0.3469855094
401	0.3469217212
402	0.3468461869
403	0.3467057428
404	0.3466505337
405	0.3465751874
406	0.3465079775
407	0.3464513215
408	0.3462026714
409	0.3461337192
410	0.3460844907
411	0.3460289172
412	0.3459878339
413	0.3459428181
414	0.3457604282
415	0.3457214057
416	0.3456679955
417	0.3456061304
418	0.345535829
419	0.3454742984
420	0.3454110741
421	0.3452761348
422	0.3451533957
423	0.3450913996
424	0.345012175
425	0.3449361935
426	0.3448752434
427	0.3445736277
428	0.344368841
429	0.3443277661
430	0.3438196218
431	0.3437626326
432	0.3436788921
433	0.3435190084
434	0.3434526323
435	0.3433980414
436	0.3433488186
437	0.3432813716
438	0.3431313125
439	0.3430827176
440	0.3430146738
441	0.3428840061
442	0.3428056731
443	0.3427230951
444	0.3425387013
445	0.3424763661
446	0.3424359273
447	0.3423619715
448	0.3423037459
449	0.3422088388
450	0.3421573302
451	0.3421189316
452	0.3420041565
453	0.3419188037
454	0.3418609216
455	0.3417845458
456	0.3416546953
457	0.3411966644
458	0.3409649719
459	0.3408799389
460	0.3408280402
461	0.3407537391
462	0.3407034468
463	0.3406409916
464	0.3405803016
465	0.3405127907
466	0.340463202
467	0.3404045042
468	0.3402777477
469	0.3402095173
470	0.3401416207
471	0.3400794695
472	0.3400082878
473	0.3399642896
474	0.3399075425
475	0.3398488723
476	0.3396852668
477	0.3394430661
478	0.3393797871
479	0.3393092533
480	0.3392318592
481	0.3391735732
482	0.3391167684
483	0.3390658991
484	0.3389979867
485	0.3389306392
486	0.3388784844
487	0.3388079797
488	0.3387162475
489	0.3386676158
490	0.3386040884
491	0.3385770238
492	0.3385170977
493	0.3384670708
494	0.3384064335
495	0.3383367255
496	0.3382823829
497	0.3382314814
498	0.3381816481
499	0.3381319844
500	0.3380601809
501	0.338011104
502	0.3379696584
503	0.3378441655
504	0.3377973929
505	0.3377212235
506	0.337662907
507	0.3376069677
508	0.3375493445
509	0.3374940851
510	0.3374366534
511	0.3374030141
512	0.337360325
513	0.337240487
514	0.3371850985
515	0.3371422991
516	0.3371014839
517	0.3370537112
518	0.3370175661
519	0.3369018665
520	0.3368264146
521	0.3366992882
522	0.3366522371
523	0.3363446329
524	0.3361895388
525	0.3361377172
526	0.3360747138
527	0.3360158306
528	0.3359549301
529	0.3358884073
530	0.3358198034
531	0.3357785824
532	0.3357254189
533	0.3356357151
534	0.3356000933
535	0.3355437189
536	0.3354850593
537	0.335435395
538	0.3353710214
539	0.3353080014
540	0.3352709839
541	0.3352236102
542	0.3350071617
543	0.3349453255
544	0.3348552792
545	0.3347749135
546	0.3347094477
547	0.33464456
548	0.3345749019
549	0.3345246431
550	0.3344673714
551	0.3344201507
552	0.3343820795
553	0.3343344279
554	0.3342994913
555	0.333964279
556	0.333834226
557	0.3337707948
558	0.3336242135
559	0.3335518421
560	0.3335347338
561	0.3334845302
562	0.3334409845
563	0.3333846139
564	0.3333344316
565	0.3332659343
566	0.333210461
567	0.3331577844
568	0.333096595
569	0.3330487699
570	0.3329879746
571	0.332949954
572	0.3328979248
573	0.3328282343
574	0.3326903132
575	0.3326279488
576	0.3325628088
577	0.3319203985
578	0.3318243666
579	0.3317780984
580	0.3315690436
581	0.3314789142
582	0.3313355797
583	0.3312892773
584	0.3312428139
585	0.3311956596
586	0.3311493715
587	0.33109173
588	0.3310557905
589	0.3309966093
590	0.3308498445
591	0.3307955355
592	0.3307374548
593	0.3306873331
594	0.3306116236
595	0.3305387038
596	0.3304369007
597	0.3303819645
598	0.3303218069
599	0.3300907963
600	0.3300214829
601	0.3299665732
602	0.3299252739
603	0.3298722913
604	0.329814432
605	0.3297608172
606	0.3297100862
607	0.3296713274
608	0.3296191506
609	0.3295615517
610	0.3295005077
611	0.3294589132
612	0.3294046405
613	0.3293547666
614	0.3292899476
615	0.3290620294
616	0.3289971655
617	0.3289397946
618	0.3288729887
619	0.3287872841
620	0.3287471173
621	0.3287287163
622	0.3286841799
623	0.3284428944
624	0.3284088342
625	0.3283534164
626	0.328292352
627	0.3282506533
628	0.3281767747
629	0.3281395096
630	0.3281059144
631	0.3280313593
632	0.3279494621
633	0.3278938472
634	0.3278390985
635	0.3277916148
636	0.3277320861
637	0.3276809191
638	0.3275966571
639	0.3275294903
640	0.3274994973
641	0.3274448732
642	0.3274049505
643	0.3273294505
644	0.3272845174
645	0.327207263
646	0.3271550674
647	0.3271030773
648	0.3270396303
649	0.3269421953
650	0.3268805572
651	0.3268090613
652	0.3267579067
653	0.3265873149
654	0.3265166653
655	0.3264636919
656	0.3263208851
657	0.3260708327
658	0.3260088727
659	0.3259313509
660	0.3258781868
661	0.3258396829
662	0.3257975329
663	0.3257211603
664	0.3256833679
665	0.32563905
666	0.3255513663
667	0.3255109603
668	0.32544624
669	0.32540704
670	0.3253391533
671	0.3253091172
672	0.325242137
673	0.3251949986
674	0.3251439364
675	0.3250915094
676	0.3250212792
677	0.3249553525
678	0.3249110444
679	0.3248539022
680	0.3248076715
681	0.3247553346
682	0.3247095012
683	0.3245450122
684	0.3244622783
685	0.3244069766
686	0.3243643111
687	0.3242697143
688	0.3242150005
689	0.3241457535
690	0.3241079364
691	0.3239714537
692	0.3239092067
693	0.3238484979
694	0.3238069488
695	0.3237591413
696	0.32372336
697	0.3236654953
698	0.3236211496
699	0.3235711406
700	0.3235193887
701	0.3234409067
702	0.3234114898
703	0.3233699157
704	0.3233410023
705	0.3232821865
706	0.3232182049
707	0.3231764085
708	0.323141877
709	0.323080955
710	0.3230249301
711	0.3229826017
712	0.3229287123
713	0.3228853545
714	0.3228390921
715	0.3227958824
716	0.3227402656
717	0.3226955777
718	0.3225890753
719	0.3225256979
720	0.3224823757
721	0.3224337578
722	0.3223477554
723	0.3223057573
724	0.3222661984
725	0.3222211118
726	0.3221663595
727	0.3221097629
728	0.322058385
729	0.3220049183
730	0.3219419301
731	0.3217188739
732	0.3216475769
733	0.3216031702
734	0.3215605122
735	0.3215142613
736	0.3214583931
737	0.3213993352
738	0.3213669979
739	0.321307937
740	0.3212653997
741	0.3212190687
742	0.3211697524
743	0.3211228317
744	0.3210806553
745	0.321003934
746	0.3209746829
747	0.3208918783
748	0.3208540332
749	0.3206260371
750	0.3205898227
751	0.3205112542
752	0.3204768742
753	0.3204094963
754	0.3203465862
755	0.3203017995
756	0.3202486737
757	0.3198814749
758	0.319816287
759	0.3197561945
760	0.3196750165
761	0.3196071742
762	0.3195610223
763	0.3195136052
764	0.3194686515
765	0.3194246347
766	0.3192672967
767	0.3190957893
768	0.3190344783
769	0.3189855891
770	0.3188415886
771	0.3187931803
772	0.3187466134
773	0.3187044489
774	0.3186277072
775	0.3185801881
776	0.3183467158
777	0.3182511416
778	0.3182057968
779	0.3180606756
780	0.3180170074
781	0.3179728551
782	0.3179026005
783	0.3178644733
784	0.3178236704
785	0.3177704574
786	0.317722157
787	0.3176774193
788	0.3176301049
789	0.3175909923
790	0.3175625007
791	0.3174514584
792	0.3173930671
793	0.3173586376
794	0.3172187386
795	0.317181803
796	0.3170703291
797	0.3170209512
798	0.3168977853
799	0.3168514342
800	0.316810099
801	0.3167764834
802	0.3167241239
803	0.3166420685
804	0.3165197319
805	0.3164537289
806	0.3164180695
807	0.3163792684
808	0.3162355353
809	0.3159322706
810	0.315898579
811	0.3158633541
812	0.3158283507
813	0.3157750526
814	0.3157400245
815	0.3157183298
816	0.3156803213
817	0.3156359253
818	0.3155916697
819	0.3155509307
820	0.3155058224
821	0.3154565662
822	0.3154077848
823	0.3153699681
824	0.3153248509
825	0.315285555
826	0.3152443984
827	0.3152071062
828	0.3151590271
829	0.3151197805
830	0.3150382101
831	0.3149851398
832	0.314933388
833	0.3148912532
834	0.3148676888
835	0.3148207058
836	0.3147730963
837	0.3147055688
838	0.3145627529
839	0.3144980904
840	0.314467721
841	0.3144133463
842	0.3143750022
843	0.3143466554
844	0.3142942351
845	0.3142220036
846	0.314173877
847	0.3141135743
848	0.3140473629
849	0.3139920609
850	0.313949158
851	0.313903895
852	0.3138725259
853	0.3138460273
854	0.3138150932
855	0.3137822527
856	0.313646622
857	0.3136070473
858	0.3135479999
859	0.3135044082
860	0.3134398518
861	0.3133992413
862	0.3133520013
863	0.3133049603
864	0.3132714977
865	0.3132300986
866	0.3131737949
867	0.3131341646
868	0.3131132694
869	0.3130844241
870	0.3129721391
871	0.3129315032
872	0.3128886876
873	0.3128488386
874	0.3128041113
875	0.3127782149
876	0.3127053251
877	0.3126379826
878	0.3125909472
879	0.3125508515
880	0.3125016151
881	0.3124716154
882	0.3124402558
883	0.3123900192
884	0.3123571867
885	0.312294584
886	0.3122523316
887	0.3122147537
888	0.312172335
889	0.3121289621
890	0.3120652725
891	0.3120216555
892	0.3119601731
893	0.3119219972
894	0.3118907739
895	0.3118308418
896	0.3117936092
897	0.3117647284
898	0.3117391129
899	0.3116904399
900	0.3116373034
901	0.3115408851
902	0.3114919319
903	0.311467646
904	0.3114317875
905	0.3112630919
906	0.3112246677
907	0.3111985213
908	0.3111813789
909	0.3111281777
910	0.3111002552
911	0.3110458558
912	0.3110168917
913	0.3109714504
914	0.3109577482
915	0.310883094
916	0.3108246213
917	0.310767623
918	0.3107313982
919	0.310684917
920	0.3106480018
921	0.3105922874
922	0.3105389995
923	0.3105026389
924	0.3104611255
925	0.3104222311
926	0.3103714673
927	0.3101571298
928	0.3100870324
929	0.3100305612
930	0.3095133874
931	0.3094441363
932	0.3093799816
933	0.309345018
934	0.3092844909
935	0.309243791
936	0.3091726944
937	0.3091340378
938	0.3090739435
939	0.3090425526
940	0.3088688213
941	0.3088309107
942	0.3087850616
943	0.3087597662
944	0.3087134492
945	0.3086213107
946	0.3085576305
947	0.3085462403
948	0.30849093
949	0.3084357
950	0.308391866
951	0.3083592992
952	0.3083374665
953	0.3082684999
954	0.3082067964
955	0.3081541939
956	0.308115559
957	0.3079514695
958	0.3078570542
959	0.3078259923
960	0.3073908799
961	0.3073471293
962	0.3073073599
963	0.3072579077
964	0.3072147151
965	0.3071698261
966	0.3071298909
967	0.3070941763
968	0.3070731493
969	0.3070357423
970	0.3069896497
971	0.3069424928
972	0.3068943543
973	0.3067161548
974	0.3065943846
975	0.3065456744
976	0.3065047075
977	0.3064711317
978	0.3064441773
979	0.3064100507
980	0.3063670611
981	0.3062450026
982	0.3059595623
983	0.3059012738
984	0.3058445528
985	0.3056670956
986	0.3056234837
987	0.30558045
988	0.3055445045
989	0.3054826075
990	0.3054456963
991	0.3054074375
992	0.305206155
993	0.3051577817
994	0.3051207554
995	0.305068279
996	0.3049969481
997	0.3049272462
998	0.3048833328
999	0.3048179088
